source,target,value
Sweden,Oman,41565.0
Sweden,Pakistan,259.0
Sweden,Panama,4323.0
Sweden,Paraguay,862.0
Sweden,Peru,9564.0
Sweden,Philippines,4498.0
Sweden,Poland,118412.0
Sweden,Portugal,13194.0
Sweden,Qatar,598.0
Sweden,Republic of Korea,12011.0
Sweden,Republic of Moldova,1542.0
Sweden,Romania,16046.0
Sweden,Russian Federation,84425.0
Sweden,Rwanda,1.0
Sweden,Saint Kitts and Nevis,391.0
Sweden,Saudi Arabia,11025.0
Sweden,Senegal,611.0
Sweden,Serbia,2738.0
Sweden,Seychelles,6.0
Sweden,Sierra Leone,257.0
Sweden,Singapore,7614.0
Sweden,Slovakia,11130.0
Sweden,Slovenia,3094.0
Sweden,South Africa,6055.0
Sweden,Spain,109284.0
Sweden,Sri Lanka,167.0
Sweden,Sudan,145.0
Sweden,Suriname,207.0
Sweden,Switzerland,36094.0
Sweden,Syrian Arab Republic,2184.0
Sweden,Thailand,3321.0
Sweden,Togo,93.0
Sweden,Trinidad and Tobago,4864.0
Sweden,Tunisia,1707.0
Sweden,Turkey,21099.0
Sweden,Turks and Caicos Islands,126.0
Sweden,Uganda,612.0
Sweden,Ukraine,19090.0
Sweden,United Arab Emirates,25669.0
Sweden,United Kingdom,277577.0
Sweden,United Republic of Tanzania,11.0
Sweden,United States of America,351081.0
Sweden,Unspecified Area,3529.0
Sweden,Uruguay,1490.0
Sweden,Uzbekistan,1288.0
Sweden,Venezuela (Bolivarian Republic of),2043.0
Sweden,Viet Nam,420.0
Sweden,Yemen,311.0
Sweden,Zambia,792.0
Sweden,Zimbabwe,158.0
Switzerland,Afghanistan,212.0
Switzerland,Albania,1867.0
Switzerland,Algeria,17201.0
Switzerland,Andorra,1394.0
Switzerland,Angola,500.0
Switzerland,Anguilla,214.0
Switzerland,Argentina,25267.0
Switzerland,Armenia,439.0
Switzerland,Aruba,46.0
Switzerland,Australia,160226.0
Switzerland,Austria,271030.0
Switzerland,Azerbaijan,983.0
Switzerland,Bahamas,7.0
Switzerland,Bahrain,56320.0
Switzerland,Bangladesh,1392.0
Switzerland,Barbados,14.0
Switzerland,Belarus,572.0
Switzerland,Belgium,276241.0
Switzerland,Benin,1.0
Switzerland,Bermuda,92.0
Switzerland,Bolivia (Plurinational State of),575.0
Switzerland,Bosnia and Herzegovina,311.0
Switzerland,Brazil,70811.0
Switzerland,British Indian Ocean Territory,38.0
Switzerland,British Virgin Islands,167.0
Switzerland,Brunei Darussalam,395.0
Switzerland,Bulgaria,14410.0
Switzerland,Burkina Faso,1042.0
Switzerland,Burundi,461.0
Switzerland,Cabo Verde,4.0
Switzerland,Cambodia,375.0
Switzerland,Cameroon,510.0
Switzerland,Canada,217742.0
Switzerland,Cayman Islands,22.0
Switzerland,Central African Republic,45.0
Switzerland,Chad,272.0
Switzerland,Chile,8981.0
Switzerland,"China, Hong Kong SAR",80772.0
Switzerland,"China, Macao SAR",375.0
Switzerland,"China, Taiwan Province of",30374.0
Switzerland,"China, mainland",137200.0
Switzerland,Colombia,6795.0
Switzerland,Congo,43.0
Switzerland,Costa Rica,1738.0
Switzerland,Croatia,6664.0
Switzerland,Cuba,702.0
Switzerland,Cyprus,5302.0
Switzerland,Czechia,36662.0
Switzerland,Côte d'Ivoire,2018.0
Switzerland,Democratic People's Republic of Korea,4043.0
Switzerland,Democratic Republic of the Congo,30.0
Switzerland,Denmark,34179.0
Switzerland,Djibouti,151.0
Switzerland,Dominican Republic,1338.0
Switzerland,Ecuador,1807.0
Switzerland,Egypt,34132.0
Switzerland,El Salvador,168.0
Switzerland,Equatorial Guinea,71.0
Switzerland,Eritrea,66.0
Switzerland,Estonia,6069.0
Switzerland,Eswatini,239.0
Switzerland,Ethiopia,4152.0
Switzerland,Faroe Islands,122.0
Switzerland,Fiji,127.0
Switzerland,Finland,30488.0
Switzerland,France,1071291.0
Switzerland,French Polynesia,1250.0
Switzerland,Gabon,398.0
Switzerland,Gambia,132.0
Switzerland,Georgia,456.0
Switzerland,Germany,1270610.0
Switzerland,Ghana,515.0
Switzerland,Gibraltar,5129.0
Switzerland,Greece,29918.0
Switzerland,Greenland,4.0
Switzerland,Guam,127.0
Switzerland,Guatemala,420.0
Switzerland,Guinea,43.0
Switzerland,Haiti,1068.0
Switzerland,Holy See,277.0
Switzerland,Honduras,1853.0
Switzerland,Hungary,39530.0
Switzerland,Iceland,11861.0
Switzerland,India,9746.0
Switzerland,Indonesia,25905.0
Switzerland,Iran (Islamic Republic of),13163.0
Switzerland,Iraq,6439.0
Switzerland,Ireland,22726.0
Switzerland,Israel,78239.0
Switzerland,Italy,503656.0
Switzerland,Jamaica,141.0
Switzerland,Japan,322339.0
Switzerland,Jordan,6172.0
Switzerland,Kazakhstan,16386.0
Switzerland,Kenya,1244.0
Switzerland,Kuwait,23681.0
Switzerland,Kyrgyzstan,235.0
Switzerland,Latvia,1976.0
Switzerland,Lebanon,39160.0
Switzerland,Liberia,4.0
Switzerland,Libya,25047.0
Switzerland,Lithuania,6923.0
Switzerland,Luxembourg,7800.0
Switzerland,Madagascar,89.0
Switzerland,Malawi,106.0
Switzerland,Malaysia,19493.0
Switzerland,Maldives,1004.0
Switzerland,Mali,7.0
Switzerland,Malta,1537.0
Switzerland,Mauritania,366.0
Switzerland,Mauritius,2441.0
Switzerland,Mexico,30398.0
Switzerland,Mongolia,27.0
Switzerland,Morocco,71679.0
Switzerland,Mozambique,25.0
Switzerland,Myanmar,665.0
Switzerland,Namibia,383.0
Switzerland,Nepal,263.0
Switzerland,Netherlands,360401.0
Switzerland,Netherlands Antilles (former),5.0
Switzerland,New Caledonia,1104.0
Switzerland,New Zealand,19714.0
Switzerland,Nicaragua,721.0
Switzerland,Niger,483.0
Switzerland,Nigeria,1571.0
Switzerland,North Macedonia,461.0
Switzerland,Norway,66270.0
Switzerland,Oman,7105.0
Switzerland,Pakistan,3114.0
Switzerland,Palestine,4538.0
Switzerland,Panama,4111.0
Switzerland,Papua New Guinea,21.0
Switzerland,Paraguay,1061.0
Switzerland,Peru,6698.0
Switzerland,Philippines,30368.0
Switzerland,Poland,55011.0
Switzerland,Portugal,54122.0
Switzerland,Qatar,19026.0
Switzerland,Republic of Korea,48462.0
Switzerland,Republic of Moldova,1159.0
Switzerland,Romania,7711.0
Switzerland,Russian Federation,167834.0
Switzerland,Rwanda,7.0
Switzerland,Saint Lucia,52.0
Switzerland,San Marino,677.0
Switzerland,Saudi Arabia,154396.0
Switzerland,Senegal,882.0
Switzerland,Serbia,4296.0
Switzerland,Sierra Leone,83.0
Switzerland,Singapore,69570.0
Switzerland,Slovakia,11227.0
Switzerland,Slovenia,4620.0
Switzerland,South Africa,88879.0
Switzerland,South Sudan,407.0
Switzerland,Spain,297850.0
Switzerland,Sri Lanka,3065.0
Switzerland,Sudan,2904.0
Switzerland,Sweden,117663.0
Switzerland,Syrian Arab Republic,786.0
Switzerland,Tajikistan,148.0
Switzerland,Thailand,17345.0
Switzerland,Togo,238.0
Switzerland,Trinidad and Tobago,276.0
Switzerland,Tunisia,14169.0
Switzerland,Turkey,44382.0
Switzerland,Turkmenistan,97.0
Switzerland,Uganda,128.0
Switzerland,Ukraine,15967.0
Switzerland,United Arab Emirates,89290.0
Switzerland,United Kingdom,523840.0
Switzerland,United Republic of Tanzania,130.0
Switzerland,United States of America,1322256.0
Switzerland,Uruguay,5125.0
Switzerland,Uzbekistan,2391.0
Switzerland,Venezuela (Bolivarian Republic of),271.0
Switzerland,Viet Nam,11234.0
Switzerland,Yemen,4891.0
Switzerland,Zambia,1.0
Switzerland,Zimbabwe,476.0
Syrian Arab Republic,Cyprus,2.0
Thailand,Afghanistan,226.0
Thailand,Albania,253.0
Thailand,Algeria,25883.0
Thailand,American Samoa,143.0
Thailand,Andorra,2.0
Thailand,Angola,125766.0
Thailand,Antigua and Barbuda,10.0
Thailand,Argentina,10294.0
Thailand,Armenia,263.0
Thailand,Aruba,523.0
Thailand,Australia,457937.0
Thailand,Austria,7443.0
Thailand,Azerbaijan,418.0
Thailand,Bahamas,1064.0
Thailand,Bahrain,15893.0
Thailand,Bangladesh,49258.0
Thailand,Barbados,374.0
Thailand,Belarus,1248.0
Thailand,Belgium,132531.0
Thailand,Belize,505.0
Thailand,Benin,514024.0
Thailand,Bermuda,66.0
Thailand,Bhutan,2502.0
Thailand,Bolivia (Plurinational State of),228.0
Thailand,Botswana,37.0
Thailand,Brazil,110117.0
Thailand,Brunei Darussalam,27078.0
Thailand,Bulgaria,9769.0
Thailand,Burkina Faso,11407.0
Thailand,Cabo Verde,6263.0
Thailand,Cambodia,949044.0
Thailand,Cameroon,169005.0
Thailand,Canada,298557.0
Thailand,Cayman Islands,119.0
Thailand,Chile,16021.0
Thailand,"China, Hong Kong SAR",647008.0
Thailand,"China, Macao SAR",6356.0
Thailand,"China, Taiwan Province of",485037.0
Thailand,"China, mainland",5277507.0
Thailand,Colombia,6153.0
Thailand,Comoros,1615.0
Thailand,Congo,61117.0
Thailand,Cook Islands,41.0
Thailand,Costa Rica,1526.0
Thailand,Croatia,1574.0
Thailand,Cuba,126.0
Thailand,Cyprus,3478.0
Thailand,Czechia,11867.0
Thailand,Côte d'Ivoire,257869.0
Thailand,Democratic People's Republic of Korea,18612.0
Thailand,Democratic Republic of the Congo,2293.0
Thailand,Denmark,24997.0
Thailand,Djibouti,1650.0
Thailand,Dominica,56.0
Thailand,Dominican Republic,1122.0
Thailand,Ecuador,3919.0
Thailand,Egypt,44443.0
Thailand,El Salvador,224.0
Thailand,Equatorial Guinea,8938.0
Thailand,Estonia,5922.0
Thailand,Eswatini,180.0
Thailand,Ethiopia,3819.0
Thailand,Fiji,8622.0
Thailand,Finland,17919.0
Thailand,France,242452.0
Thailand,French Polynesia,5469.0
Thailand,Gabon,39859.0
Thailand,Gambia,1932.0
Thailand,Georgia,4327.0
Thailand,Germany,344717.0
Thailand,Ghana,109408.0
Thailand,Gibraltar,67.0
Thailand,Greece,9579.0
Thailand,Guam,4469.0
Thailand,Guatemala,491.0
Thailand,Guinea,38737.0
Thailand,Guinea-Bissau,491.0
Thailand,Guyana,671.0
Thailand,Haiti,71.0
Thailand,Holy See,194.0
Thailand,Honduras,2146.0
Thailand,Hungary,4257.0
Thailand,Iceland,2800.0
Thailand,India,210185.0
Thailand,Indonesia,1343591.0
Thailand,Iran (Islamic Republic of),69506.0
Thailand,Iraq,10265.0
Thailand,Ireland,49286.0
Thailand,Israel,81808.0
Thailand,Italy,208934.0
Thailand,Jamaica,4716.0
Thailand,Japan,3219135.0
Thailand,Jordan,16610.0
Thailand,Kazakhstan,384.0
Thailand,Kenya,36718.0
Thailand,Kiribati,2076.0
Thailand,Kuwait,24546.0
Thailand,Kyrgyzstan,32.0
Thailand,Lao People's Democratic Republic,828217.0
Thailand,Latvia,12460.0
Thailand,Lebanon,21805.0
Thailand,Liberia,701.0
Thailand,Libya,3436.0
Thailand,Lithuania,3684.0
Thailand,Luxembourg,119.0
Thailand,Madagascar,5966.0
Thailand,Malaysia,1442533.0
Thailand,Maldives,13164.0
Thailand,Mali,3081.0
Thailand,Malta,2149.0
Thailand,Marshall Islands,342.0
Thailand,Mauritania,15283.0
Thailand,Mauritius,9008.0
Thailand,Mexico,26393.0
Thailand,Micronesia (Federated States of),1181.0
Thailand,Mongolia,1263.0
Thailand,Montenegro,43.0
Thailand,Morocco,2256.0
Thailand,Mozambique,117030.0
Thailand,Myanmar,1178921.0
Thailand,Namibia,512.0
Thailand,Nauru,118.0
Thailand,Nepal,15797.0
Thailand,Netherlands,518248.0
Thailand,New Caledonia,7195.0
Thailand,New Zealand,88045.0
Thailand,Nicaragua,12.0
Thailand,Niger,20410.0
Thailand,Nigeria,36285.0
Thailand,Norfolk Island,209.0
Thailand,North Macedonia,34.0
Thailand,Northern Mariana Islands,547.0
Thailand,Norway,30482.0
Thailand,Oman,12563.0
Thailand,Pakistan,68886.0
Thailand,Palau,267.0
Thailand,Palestine,18.0
Thailand,Panama,1595.0
Thailand,Papua New Guinea,65297.0
Thailand,Paraguay,112.0
Thailand,Peru,14369.0
Thailand,Philippines,783201.0
Thailand,Poland,51764.0
Thailand,Portugal,7783.0
Thailand,Qatar,17967.0
Thailand,Republic of Korea,554531.0
Thailand,Republic of Moldova,21.0
Thailand,Romania,15894.0
Thailand,Russian Federation,72079.0
Thailand,Rwanda,93.0
Thailand,Saint Kitts and Nevis,2.0
Thailand,Saint Lucia,5.0
Thailand,Saint Vincent and the Grenadines,23.0
Thailand,Samoa,3461.0
Thailand,Sao Tome and Principe,433.0
Thailand,Saudi Arabia,126132.0
Thailand,Senegal,89443.0
Thailand,Serbia,2089.0
Thailand,Seychelles,1613.0
Thailand,Sierra Leone,7556.0
Thailand,Singapore,472033.0
Thailand,Slovakia,3240.0
Thailand,Slovenia,12435.0
Thailand,Solomon Islands,1219.0
Thailand,Somalia,1972.0
Thailand,South Africa,263885.0
Thailand,Spain,111394.0
Thailand,Sri Lanka,59261.0
Thailand,Sudan,1414.0
Thailand,Suriname,1678.0
Thailand,Sweden,74235.0
Thailand,Switzerland,38683.0
Thailand,Syrian Arab Republic,7269.0
Thailand,Tajikistan,64.0
Thailand,Timor-Leste,8839.0
Thailand,Togo,23194.0
Thailand,Tonga,504.0
Thailand,Trinidad and Tobago,3138.0
Thailand,Tunisia,1351.0
Thailand,Turkey,112642.0
Thailand,Turkmenistan,34.0
Thailand,Tuvalu,75.0
Thailand,Uganda,604.0
Thailand,Ukraine,9023.0
Thailand,United Arab Emirates,179748.0
Thailand,United Kingdom,845669.0
Thailand,United Republic of Tanzania,15143.0
Thailand,United States of America,2258864.0
Thailand,Unspecified Area,3112.0
Thailand,Uruguay,1346.0
Thailand,Uzbekistan,290.0
Thailand,Vanuatu,1328.0
Thailand,Venezuela (Bolivarian Republic of),5635.0
Thailand,Viet Nam,1358200.0
Thailand,Wallis and Futuna Islands,42.0
Thailand,Yemen,35229.0
Thailand,Zambia,19.0
Thailand,Zimbabwe,3060.0
Togo,Bangladesh,8128.0
Togo,Belgium,6978.0
Togo,Benin,38791.0
Togo,Burkina Faso,15995.0
Togo,Cameroon,423.0
Togo,Canada,352.0
Togo,"China, Hong Kong SAR",351.0
Togo,"China, Taiwan Province of",523.0
Togo,"China, mainland",7980.0
Togo,Congo,150.0
Togo,Cyprus,55.0
Togo,Côte d'Ivoire,16997.0
Togo,Democratic Republic of the Congo,114.0
Togo,Equatorial Guinea,131.0
Togo,Eswatini,73.0
Togo,France,2717.0
Togo,Gabon,547.0
Togo,Gambia,78.0
Togo,Germany,1563.0
Togo,Ghana,6498.0
Togo,Greece,211.0
Togo,Guinea,671.0
Togo,Guinea-Bissau,50.0
Togo,India,5039.0
Togo,Indonesia,6767.0
Togo,Italy,3580.0
Togo,Japan,2.0
Togo,Lebanon,165.0
Togo,Liberia,317.0
Togo,Malaysia,16863.0
Togo,Mali,6434.0
Togo,Morocco,5389.0
Togo,Netherlands,5670.0
Togo,Niger,8685.0
Togo,Nigeria,235.0
Togo,Pakistan,4368.0
Togo,Poland,102.0
Togo,Portugal,1556.0
Togo,Senegal,5384.0
Togo,Sierra Leone,19.0
Togo,Singapore,2117.0
Togo,South Africa,258.0
Togo,Spain,1426.0
Togo,Sweden,2.0
Togo,Switzerland,29.0
Togo,Thailand,680.0
Togo,Tunisia,147.0
Togo,Ukraine,143.0
Togo,United Kingdom,12.0
Togo,United States of America,813.0
Togo,Viet Nam,5078.0
Trinidad and Tobago,Antigua and Barbuda,3.0
Trinidad and Tobago,Jamaica,23.0
Tunisia,Afghanistan,43.0
Tunisia,Albania,92.0
Tunisia,Algeria,22620.0
Tunisia,Angola,399.0
Tunisia,Argentina,113.0
Tunisia,Australia,2405.0
Tunisia,Austria,493.0
Tunisia,Azerbaijan,702.0
Tunisia,Bahamas,43.0
Tunisia,Bahrain,796.0
Tunisia,Bangladesh,93.0
Tunisia,Belgium,9460.0
Tunisia,Benin,2538.0
Tunisia,Bolivia (Plurinational State of),125.0
Tunisia,Bosnia and Herzegovina,467.0
Tunisia,Brazil,3337.0
Tunisia,Bulgaria,496.0
Tunisia,Burkina Faso,996.0
Tunisia,Cabo Verde,26.0
Tunisia,Cameroon,5500.0
Tunisia,Canada,22080.0
Tunisia,Cayman Islands,151.0
Tunisia,Chad,395.0
Tunisia,"China, Hong Kong SAR",1415.0
Tunisia,"China, Taiwan Province of",167.0
Tunisia,"China, mainland",1959.0
Tunisia,Comoros,428.0
Tunisia,Congo,3757.0
Tunisia,Croatia,146.0
Tunisia,Cuba,1103.0
Tunisia,Cyprus,207.0
Tunisia,Czechia,154.0
Tunisia,Côte d'Ivoire,5284.0
Tunisia,Denmark,1804.0
Tunisia,Djibouti,23.0
Tunisia,Dominican Republic,19.0
Tunisia,Ecuador,152.0
Tunisia,Egypt,2044.0
Tunisia,Equatorial Guinea,1861.0
Tunisia,Ethiopia,6608.0
Tunisia,France,135990.0
Tunisia,Gabon,6366.0
Tunisia,Gambia,1545.0
Tunisia,Germany,26453.0
Tunisia,Ghana,2357.0
Tunisia,Greece,1899.0
Tunisia,Guinea,3240.0
Tunisia,Guinea-Bissau,17.0
Tunisia,Hungary,668.0
Tunisia,India,5358.0
Tunisia,Indonesia,10741.0
Tunisia,Iran (Islamic Republic of),48.0
Tunisia,Iraq,592.0
Tunisia,Ireland,20.0
Tunisia,Italy,215876.0
Tunisia,Jamaica,49.0
Tunisia,Japan,1164.0
Tunisia,Jordan,3344.0
Tunisia,Kazakhstan,377.0
Tunisia,Kenya,57.0
Tunisia,Kuwait,1601.0
Tunisia,Latvia,74.0
Tunisia,Lebanon,2489.0
Tunisia,Liberia,542.0
Tunisia,Libya,213361.0
Tunisia,Lithuania,32.0
Tunisia,Luxembourg,1.0
Tunisia,Madagascar,2426.0
Tunisia,Malaysia,15331.0
Tunisia,Maldives,125.0
Tunisia,Mali,1090.0
Tunisia,Malta,85.0
Tunisia,Marshall Islands,35.0
Tunisia,Mauritania,4330.0
Tunisia,Mauritius,827.0
Tunisia,Mexico,161.0
Tunisia,Montenegro,64.0
Tunisia,Morocco,62891.0
Tunisia,Mozambique,78.0
Tunisia,Namibia,74.0
Tunisia,Netherlands,15559.0
Tunisia,New Caledonia,74.0
Tunisia,New Zealand,228.0
Tunisia,Niger,2196.0
Tunisia,Nigeria,180.0
Tunisia,North Macedonia,78.0
Tunisia,Norway,296.0
Tunisia,Oman,1816.0
Tunisia,Pakistan,335.0
Tunisia,Palestine,558.0
Tunisia,Panama,60.0
Tunisia,Philippines,50.0
Tunisia,Poland,953.0
Tunisia,Portugal,6499.0
Tunisia,Qatar,2134.0
Tunisia,Republic of Korea,153.0
Tunisia,Republic of Moldova,25.0
Tunisia,Romania,44.0
Tunisia,Russian Federation,8597.0
Tunisia,"Saint Helena, Ascension and Tristan da Cunha",33.0
Tunisia,Saudi Arabia,11516.0
Tunisia,Senegal,19271.0
Tunisia,Serbia,380.0
Tunisia,Seychelles,6338.0
Tunisia,Sierra Leone,172.0
Tunisia,Singapore,855.0
Tunisia,Slovakia,332.0
Tunisia,Slovenia,280.0
Tunisia,Solomon Islands,43.0
Tunisia,Somalia,142.0
Tunisia,South Africa,560.0
Tunisia,Spain,91648.0
Tunisia,Sri Lanka,27.0
Tunisia,Sudan,974.0
Tunisia,Suriname,112.0
Tunisia,Sweden,1346.0
Tunisia,Switzerland,4985.0
Tunisia,Syrian Arab Republic,764.0
Tunisia,Thailand,1271.0
Tunisia,Togo,688.0
Tunisia,Turkey,13389.0
Tunisia,Uganda,70.0
Tunisia,Ukraine,592.0
Tunisia,United Arab Emirates,24866.0
Tunisia,United Kingdom,19571.0
Tunisia,United States of America,88383.0
Tunisia,Unspecified Area,138248.0
Tunisia,Uruguay,22.0
Tunisia,Venezuela (Bolivarian Republic of),45.0
Tunisia,Viet Nam,210.0
Tunisia,Yemen,813.0
Turkey,Afghanistan,23533.0
Turkey,Albania,30646.0
Turkey,Algeria,124252.0
Turkey,American Samoa,45.0
Turkey,Angola,89923.0
Turkey,Antigua and Barbuda,40.0
Turkey,Argentina,10220.0
Turkey,Aruba,42.0
Turkey,Australia,108632.0
Turkey,Austria,124107.0
Turkey,Azerbaijan,116079.0
Turkey,Bahamas,365.0
Turkey,Bahrain,91300.0
Turkey,Bangladesh,53223.0
Turkey,Barbados,1293.0
Turkey,Belarus,119955.0
Turkey,Belgium,198632.0
Turkey,Benin,72773.0
Turkey,Bolivia (Plurinational State of),2781.0
Turkey,Bosnia and Herzegovina,27735.0
Turkey,Botswana,527.0
Turkey,Brazil,63085.0
Turkey,British Virgin Islands,11.0
Turkey,Brunei Darussalam,298.0
Turkey,Bulgaria,105663.0
Turkey,Burkina Faso,4456.0
Turkey,Burundi,507.0
Turkey,Cabo Verde,1150.0
Turkey,Cambodia,1098.0
Turkey,Cameroon,18350.0
Turkey,Canada,176764.0
Turkey,Central African Republic,318.0
Turkey,Chad,11158.0
Turkey,Chile,6565.0
Turkey,"China, Hong Kong SAR",52227.0
Turkey,"China, Macao SAR",47.0
Turkey,"China, Taiwan Province of",13195.0
Turkey,"China, mainland",142692.0
Turkey,Colombia,5827.0
Turkey,Comoros,987.0
Turkey,Congo,22185.0
Turkey,Costa Rica,3486.0
Turkey,Croatia,18730.0
Turkey,Cuba,2988.0
Turkey,Czechia,69984.0
Turkey,Côte d'Ivoire,21805.0
Turkey,Democratic People's Republic of Korea,203.0
Turkey,Democratic Republic of the Congo,12492.0
Turkey,Denmark,38078.0
Turkey,Djibouti,39540.0
Turkey,Dominica,246.0
Turkey,Dominican Republic,4807.0
Turkey,Ecuador,1832.0
Turkey,Egypt,138415.0
Turkey,El Salvador,1024.0
Turkey,Equatorial Guinea,6310.0
Turkey,Eritrea,12097.0
Turkey,Estonia,4554.0
Turkey,Eswatini,34.0
Turkey,Ethiopia,11117.0
Turkey,Fiji,12.0
Turkey,Finland,10996.0
Turkey,France,424065.0
Turkey,French Polynesia,35.0
Turkey,Gabon,4072.0
Turkey,Gambia,7056.0
Turkey,Georgia,131402.0
Turkey,Germany,1267271.0
Turkey,Ghana,31213.0
Turkey,Greece,72307.0
Turkey,Grenada,71.0
Turkey,Guam,847.0
Turkey,Guatemala,2595.0
Turkey,Guinea,8225.0
Turkey,Guinea-Bissau,1033.0
Turkey,Guyana,658.0
Turkey,Haiti,11841.0
Turkey,Honduras,783.0
Turkey,Hungary,30425.0
Turkey,Iceland,26.0
Turkey,India,83660.0
Turkey,Indonesia,63262.0
Turkey,Iran (Islamic Republic of),300767.0
Turkey,Iraq,2896840.0
Turkey,Ireland,11390.0
Turkey,Israel,258051.0
Turkey,Italy,707487.0
Turkey,Jamaica,2458.0
Turkey,Japan,122122.0
Turkey,Jordan,83377.0
Turkey,Kazakhstan,51185.0
Turkey,Kenya,15984.0
Turkey,Kiribati,20.0
Turkey,Kuwait,72609.0
Turkey,Kyrgyzstan,10529.0
Turkey,Lao People's Democratic Republic,2034.0
Turkey,Latvia,12948.0
Turkey,Lebanon,165634.0
Turkey,Liberia,3695.0
Turkey,Libya,148688.0
Turkey,Lithuania,25860.0
Turkey,Luxembourg,6.0
Turkey,Madagascar,31383.0
Turkey,Malawi,421.0
Turkey,Malaysia,37815.0
Turkey,Maldives,7560.0
Turkey,Mali,9049.0
Turkey,Malta,5414.0
Turkey,Marshall Islands,121.0
Turkey,Mauritania,13561.0
Turkey,Mauritius,4843.0
Turkey,Mexico,26482.0
Turkey,Mongolia,4396.0
Turkey,Montenegro,2852.0
Turkey,Morocco,49735.0
Turkey,Mozambique,1510.0
Turkey,Myanmar,4800.0
Turkey,Namibia,56.0
Turkey,Nepal,2514.0
Turkey,Netherlands,383876.0
Turkey,New Caledonia,65.0
Turkey,New Zealand,17747.0
Turkey,Nicaragua,413.0
Turkey,Niger,13679.0
Turkey,Nigeria,20849.0
Turkey,North Macedonia,28399.0
Turkey,Norway,32831.0
Turkey,Oman,29657.0
Turkey,Pakistan,31035.0
Turkey,Palestine,61594.0
Turkey,Panama,4093.0
Turkey,Papua New Guinea,1047.0
Turkey,Paraguay,745.0
Turkey,Peru,3381.0
Turkey,Philippines,48101.0
Turkey,Poland,201050.0
Turkey,Portugal,14043.0
Turkey,Qatar,40111.0
Turkey,Republic of Korea,36914.0
Turkey,Republic of Moldova,16578.0
Turkey,Romania,201647.0
Turkey,Russian Federation,462539.0
Turkey,Rwanda,5255.0
Turkey,Saint Lucia,36.0
Turkey,Saint Vincent and the Grenadines,184.0
Turkey,Samoa,314.0
Turkey,Sao Tome and Principe,456.0
Turkey,Saudi Arabia,513639.0
Turkey,Senegal,32514.0
Turkey,Serbia,76707.0
Turkey,Seychelles,1769.0
Turkey,Sierra Leone,7959.0
Turkey,Singapore,19767.0
Turkey,Slovakia,17408.0
Turkey,Slovenia,9279.0
Turkey,Solomon Islands,14.0
Turkey,Somalia,74424.0
Turkey,South Africa,28819.0
Turkey,South Sudan,98.0
Turkey,Spain,134553.0
Turkey,Sri Lanka,9230.0
Turkey,Sudan,254979.0
Turkey,Suriname,625.0
Turkey,Sweden,74616.0
Turkey,Switzerland,132849.0
Turkey,Syrian Arab Republic,583044.0
Turkey,Tajikistan,13497.0
Turkey,Thailand,23392.0
Turkey,Timor-Leste,42.0
Turkey,Togo,19657.0
Turkey,Tonga,72.0
Turkey,Trinidad and Tobago,3519.0
Turkey,Tunisia,54109.0
Turkey,Turkmenistan,51683.0
Turkey,Uganda,2603.0
Turkey,Ukraine,205743.0
Turkey,United Arab Emirates,238913.0
Turkey,United Kingdom,419716.0
Turkey,United Republic of Tanzania,23509.0
Turkey,United States of America,762550.0
Turkey,Unspecified Area,332622.0
Turkey,Uruguay,2308.0
Turkey,Uzbekistan,19795.0
Turkey,Vanuatu,29.0
Turkey,Venezuela (Bolivarian Republic of),2691.0
Turkey,Viet Nam,69816.0
Turkey,Yemen,94938.0
Turkey,Zambia,300.0
Turkey,Zimbabwe,387.0
Ukraine,Belarus,14.0
Ukraine,Georgia,12.0
Ukraine,Germany,3.0
Ukraine,Israel,2.0
Ukraine,Poland,58.0
Ukraine,Republic of Moldova,187.0
Ukraine,Romania,140.0
Ukraine,Turkey,14.0
Ukraine,United States of America,2.0
United Arab Emirates,Afghanistan,74075.0
United Arab Emirates,Albania,47.0
United Arab Emirates,Algeria,11989.0
United Arab Emirates,Angola,5665.0
United Arab Emirates,Antigua and Barbuda,143.0
United Arab Emirates,Argentina,313.0
United Arab Emirates,Armenia,1885.0
United Arab Emirates,Aruba,117.0
United Arab Emirates,Australia,10089.0
United Arab Emirates,Austria,474.0
United Arab Emirates,Azerbaijan,6939.0
United Arab Emirates,Bahamas,154.0
United Arab Emirates,Bahrain,45085.0
United Arab Emirates,Bangladesh,43644.0
United Arab Emirates,Barbados,44.0
United Arab Emirates,Belarus,655.0
United Arab Emirates,Belgium,7326.0
United Arab Emirates,Belize,10.0
United Arab Emirates,Benin,5687.0
United Arab Emirates,Bolivia (Plurinational State of),17.0
United Arab Emirates,Bosnia and Herzegovina,19.0
United Arab Emirates,Botswana,61.0
United Arab Emirates,Brazil,7645.0
United Arab Emirates,Brunei Darussalam,589.0
United Arab Emirates,Bulgaria,2693.0
United Arab Emirates,Burkina Faso,10148.0
United Arab Emirates,Burundi,122.0
United Arab Emirates,Cabo Verde,149.0
United Arab Emirates,Cambodia,7537.0
United Arab Emirates,Cameroon,8406.0
United Arab Emirates,Canada,8033.0
United Arab Emirates,Cayman Islands,47.0
United Arab Emirates,Central African Republic,288.0
United Arab Emirates,Chad,1928.0
United Arab Emirates,Chile,212.0
United Arab Emirates,"China, Hong Kong SAR",6295.0
United Arab Emirates,"China, Taiwan Province of",4830.0
United Arab Emirates,"China, mainland",19027.0
United Arab Emirates,Colombia,21.0
